5911,0
5303,0
5111,0
4503,0
3735,0
3191,0
4247,0
5143,0
4791,0
4279,0
4503,0
4503,0
4343,0
4471,0
4759,0
4791,0
4631,0
7863,0
7479,0
6807,0
887,0
6711,0
567,0
4438,0
3670,0
8086,0
150,0
630,0
2134,0
7222,0
22,0
2614,0
1302,0
5526,0
8086,0
5239,0
3863,0
3927,0
2935,0
6807,0
6999,0
7063,0
7287,0
6423,0
4823,0
5655,0
5879,0
6359,0
6775,0
7095,0
6775,0
6487,0
6679,0
6423,0
6551,0
6423,0
6359,0
6423,0
6423,0
6487,0
6551,0
6551,0
6551,0
6583,0
6487,0
6263,0
6231,0
6231,0
6455,0
6135,0
5911,0
6103,0
6039,0
6071,0
6359,0
6391,0
6327,0
6391,0
6263,0
6423,0
6423,0
6519,0
6743,0
6775,0
6551,0
6679,0
6615,0
6647,0
6679,0
6583,0
6583,0
6231,0
6487,0
6263,0
6199,0
6935,0
7447,0
7511,0
7415,0
7031,0
6743,0
7479,0
7351,0
7287,0
7479,0
7767,0
7767,0
7735,0
7703,0
7671,0
7575,0
7671,0
7607,0
7543,0
7479,0
7639,0
7607,0
7831,0
7671,0
7703,0
7959,0
7959,0
7703,0
8119,0
7767,0
7735,0
7703,0
7671,0
7607,0
7767,0
7991,0
7991,0
7895,0
7703,0
7703,0
7575,0
7639,0
7863,0
7575,0
7671,0
7735,0
7607,0
7703,0
7575,0
7671,0
7671,0
7447,0
7543,0
7415,0
7447,0
7511,0
7351,0
7415,0
7543,0
7415,0
7511,0
7543,0
7511,0
7831,0
247,0
535,0
791,0
791,0
855,0
471,0
503,0
247,0
87,0
8183,0
8183,0
8151,0
8023,0
8119,0
8055,0
55,0
23,0
87,0
23,0
7799,0
7895,0
7927,0
7895,0
8119,0
7863,0
7767,0
7895,0
7703,0
8087,0
7863,0
7735,0
151,0
311,0
87,0
7863,0
983,0
1783,0
2359,0
2455,0
2583,0
2519,0
1719,0
6295,0
6199,0
407,0
3479,0
2615,0
2743,0
855,0
1847,0
1399,0
2135,0
7799,0
6775,0
6071,0
6519,0
5687,0
5015,0
248,0
7991,0
7863,0
184,0
344,0
536,0
792,0
888,0
1400,0
1176,0
1528,0
1208,0
152,0
6839,0
216,0
6775,0
6711,0
7095,0
56,0
3575,0
727,0
792,0
1336,0
888,0
855,0
8151,0
5911,0
4919,0
5527,0
7575,0
7607,0
6967,0
5975,0
6359,0
6199,0
6199,0
6423,0
6295,0
6391,0
6391,0
6423,0
6583,0
6615,0
6487,0
6647,0
6711,0
6615,0
6711,0
6743,0
6743,0
6711,0
6807,0
6903,0
6743,0
6775,0
6807,0
6871,0
6775,0
6743,0
6807,0
6871,0
6903,0
6935,0
6871,0
6871,0
6999,0
6935,0
6935,0
6935,0
6903,0
6967,0
6935,0
6743,0
6999,0
6967,0
6807,0
6903,0
6903,0
6999,0
7063,0
7063,0
7031,0
6967,0
7063,0
6935,0
6711,0
6903,0
7159,0
6967,0
7063,0
7063,0
7063,0
7127,0
7031,0
7127,0
7031,0
7127,0
7095,0
7063,0
6999,0
7159,0
7095,0
6999,0
7063,0
7031,0
7031,0
7063,0
7223,0
7095,0
7127,0
7095,0
7159,0
6999,0
7127,0
7223,0
7031,0
7095,0
7255,0
7255,0
7223,0
7351,0
7223,0
7287,0
7191,0
7191,0
7223,0
7287,0
7287,0
7223,0
7127,0
7159,0
7287,0
7287,0
7319,0
7383,0
7383,0
7351,0
7479,0
7351,0
7543,0
7415,0
7415,0
7575,0
7415,0
7511,0
7479,0
7383,0
7511,0
7639,0
7511,0
7447,0
7511,0
7543,0
7447,0
7575,0
7607,0
7479,0
7383,0
7479,0
7287,0
7159,0
7415,0
7383,0
7351,0
7479,0
7575,0
7575,0
7383,0
7607,0
7607,0
7575,0
7607,0
7479,0
7479,0
7543,0
7639,0
7671,0
7575,0
7575,0
7543,0
7575,0
7575,0
7671,0
7543,0
7671,0
7671,0
7767,0
7671,0
7703,0
7671,0
7703,0
7543,0
7799,0
7511,0
7447,0
7575,0
7447,0
7511,0
7607,0
7671,0
7703,0
7543,0
7671,0
7511,0
7703,0
7799,0
7767,0
7735,0
7703,0
7703,0
7671,0
7767,0
7703,0
7735,0
7767,0
7767,0
7703,0
7671,0
7543,0
7767,0
7735,0
7543,0
7607,0
7831,0
7863,0
7927,0
8023,0
7799,0
7831,0
7927,0
7959,0
8183,0
8183,0
8119,0
568,0
1400,0
7959,0
1112,0
1688,0
856,0
1272,0
1240,0
184,0
7351,0
6391,0
7127,0
856,0
1368,0
1528,0
1016,0
1720,0
1688,0
1464,0
1560,0
1464,0
1464,0
1688,0
2008,0
2104,0
1944,0
1976,0
1336,0
888,0
8183,0
5431,0
3031,0
3959,0
536,0
1144,0
1912,0
2200,0
2328,0
3415,0
312,0
2232,0
2776,0
1496,0
2200,0
1784,0
1336,0
1752,0
1880,0
1976,0
1656,0
1848,0
1784,0
1848,0
1816,0
1656,0
1720,0
1816,0
1784,0
1752,0
1912,0
1752,0
1688,0
1752,0
1688,0
1720,0
1784,0
1720,0
1752,0
1752,0
1688,0
1688,0
1720,0
1752,0
1656,0
1720,0
1720,0
1688,0
1656,0
1752,0
1784,0
1816,0
1784,0
1816,0
1880,0
1816,0
1784,0
1784,0
1752,0
1624,0
1592,0
1592,0
1592,0
1720,0
1528,0
1528,0
1656,0
1720,0
1624,0
1560,0
1560,0
1656,0
1720,0
1656,0
1656,0
1560,0
1528,0
1496,0
1464,0
1432,0
1496,0
1400,0
1400,0
1560,0
1400,0
1400,0
1560,0
1464,0
1432,0
1464,0
1464,0
1528,0
1464,0
1336,0
1464,0
1528,0
1496,0
1496,0
1656,0
1432,0
1592,0
1432,0
1496,0
1528,0
1528,0
1528,0
1496,0
1432,0
1272,0
1496,0
1496,0
1368,0
1464,0
1464,0
1464,0
1432,0
1400,0
1400,0
1304,0
1272,0
1272,0
1240,0
1368,0
1368,0
1432,0
1240,0
1464,0
1432,0
1368,0
1432,0
1336,0
1336,0
1400,0
1336,0
1336,0
1272,0
1304,0
1368,0
1560,0
1368,0
1304,0
1368,0
1304,0
1368,0
1400,0
1304,0
1464,0
1304,0
1240,0
1272,0
1240,0
1208,0
1240,0
1304,0
1208,0
1176,0
1208,0
1208,0
1304,0
1144,0
1176,0
1176,0
1240,0
1304,0
1208,0
1176,0
1272,0
1112,0
1144,0
1176,0
1272,0
1272,0
1112,0
1144,0
1208,0
1304,0
1208,0
1656,0
1464,0
1272,0
1592,0
1400,0
1976,0
2616,0
2456,0
2584,0
312,0
1272,0
2135,0
8119,0
216,0
8151,0
344,0
152,0
248,0
568,0
6071,0
1623,0
6327,0
6263,0
120,0
280,0
7703,0
8055,0
7863,0
7799,0
7735,0
7895,0
7767,0
7543,0
664,0
280,0
7127,0
3063,0
3959,0
504,0
4695,0
2551,0
7255,0
6519,0
439,0
248,0
696,0
7543,0
56,0
1336,0
1016,0
1464,0
1464,0
1144,0
1272,0
1144,0
1208,0
1208,0
1304,0
1272,0
1112,0
1112,0
1208,0
1112,0
1048,0
1112,0
1272,0
1112,0
1016,0
1208,0
1208,0
1272,0
1272,0
1304,0
1304,0
1624,0
1592,0
1624,0
1624,0
1464,0
1464,0
1400,0
1304,0
1400,0
1368,0
1400,0
1400,0
1496,0
1432,0
1464,0
1496,0
1432,0
1464,0
1528,0
1336,0
1368,0
1688,0
1816,0
1688,0
1624,0
1336,0
1560,0
1880,0
1592,0
1880,0
1784,0
1752,0
1752,0
1592,0
1720,0
1656,0
1592,0
1688,0
1752,0
1752,0
1752,0
1720,0
1752,0
1656,0
1688,0
1720,0
1752,0
1784,0
1784,0
1848,0
1400,0
1624,0
1688,0
1592,0
1624,0
1720,0
1816,0
1656,0
1624,0
1624,0
1656,0
1720,0
1752,0
1720,0
1720,0
1816,0
1784,0
1848,0
1784,0
1880,0
1848,0
1912,0
1976,0
1976,0
2040,0
2072,0
1912,0
2264,0
2200,0
1912,0
2360,0
2296,0
2232,0
120,0
88,0
7031,0
7511,0
1399,0
2296,0
1592,0
2040,0
1976,0
1496,0
759,0
1560,0
2232,0
3799,0
5431,0
4695,0
2199,0
5591,0
5335,0
6231,0
120,0
1176,0
1656,0
1560,0
1848,0
1432,0
2296,0
6615,0
1368,0
7319,0
248,0
7511,0
7607,0
6999,0
8151,0
3095,0
664,0
1272,0
1240,0
4855,0
5623,0
504,0
6199,0
599,0
2263,0
1943,0
535,0
2391,0
5719,0
695,0
3767,0
2359,0
2935,0
3223,0
3351,0
3959,0
4247,0
4343,0
4407,0
4695,0
4727,0
4887,0
4951,0
5143,0
5111,0
5175,0
5271,0
5111,0
5335,0
5463,0
5623,0
5655,0
5783,0
5751,0
5879,0
5943,0
5847,0
6007,0
6007,0
6071,0
5975,0
5943,0
5911,0
5847,0
5943,0
6007,0
6007,0
6071,0
6135,0
6295,0
6167,0
6519,0
6391,0
6455,0
6487,0
6551,0
6551,0
6487,0
6519,0
6519,0
6647,0
6679,0
6647,0
6711,0
6775,0
6839,0
6839,0
6807,0
6903,0
6839,0
6903,0
6903,0
6807,0
6935,0
7031,0
6871,0
6935,0
6967,0
6999,0
6967,0
7191,0
7095,0
7031,0
7159,0
7159,0
7191,0
7127,0
7191,0
7191,0
7255,0
7191,0
7191,0
7255,0
7223,0
7191,0
7319,0
7255,0
7287,0
7159,0
7287,0
7287,0
7351,0
7415,0
7415,0
7447,0
7351,0
7415,0
7319,0
7415,0
7479,0
7511,0
7479,0
7575,0
7671,0
7607,0
7703,0
7671,0
7607,0
7607,0
7607,0
7543,0
7671,0
7575,0
7543,0
7575,0
7511,0
7607,0
7671,0
7671,0
7671,0
7639,0
7639,0
7671,0
7831,0
7767,0
7799,0
7831,0
7703,0
7767,0
7895,0
7735,0
7735,0
7863,0
7671,0
7895,0
7831,0
7863,0
7831,0
7863,0
7863,0
7991,0
7895,0
7991,0
88,0
440,0
728,0
664,0
1496,0
1592,0
2168,0
7511,0
8023,0
696,0
5271,0
4023,0
2999,0
2007,0
6327,0
5495,0
6487,0
2071,0
4599,0
4567,0
3063,0
1207,0
5047,0
7543,0
4503,0
5655,0
7255,0
5687,0
4631,0
3063,0
5591,0
3351,0
2487,0
631,0
279,0
311,0
8119,0
6583,0
695,0
7927,0
5783,0
1079,0
2231,0
1623,0
7383,0
6583,0
7095,0
7351,0
7895,0
375,0
7671,0
759,0
7127,0
4791,0
1911,0
7095,0
7799,0
3063,0
727,0
5015,0
7191,0
7735,0
7703,0
7639,0
7191,0
1528,0
2488,0
1303,0
6839,0
2615,0
6871,0
5815,0
7831,0
1912,0
2904,0
2840,0
952,0
6615,0
7127,0
7703,0
8055,0
728,0
1496,0
2040,0
2296,0
3608,0
4024,0
3032,0
5175,0
3096,0
3960,0
2008,0
7383,0
5207,0
5719,0
6903,0
7863,0
536,0
984,0
1720,0
984,0
1208,0
1656,0
